State,AccountLength,AreaCode,Phone,IntlPlan,VMailPlan,VMailMessage,DayMins,DayCalls,DayCharge,EveMins,EveCalls,EveCharge,NightMins,NightCalls,NightCharge,IntlMins,IntlCalls,IntlCharge
WV,154,408,401-4778,no,yes,35,64.9000015258789,76,11.029999732971191,184.10000610351562,91,15.649999618530273,151.60000610351562,75,6.820000171661377,14.600000381469727,1,3.940000057220459
UT,32,510,370-9563,no,yes,26,243.5,137,41.400001525878906,236.8000030517578,108,20.1299991607666,173.3000030517578,149,7.800000190734863,9,9,2.430000066757202
GA,18,408,394-6382,no,no,0,197,97,33.4900016784668,203.6999969482422,107,17.309999465942383,202,105,9.09000015258789,8.699999809265137,3,2.3499999046325684
AK,126,415,333-5295,no,yes,31,278,88,47.2599983215332,253.1999969482422,65,21.520000457763672,223.1999969482422,114,10.039999961853027,8.699999809265137,4,2.3499999046325684
UT,144,510,370-2451,no,yes,37,219.89999389648438,102,37.380001068115234,222.10000610351562,77,18.8799991607666,118.5,111,5.329999923706055,10,4,2.700000047683716
MS,29,510,401-6982,no,no,0,313.20001220703125,103,53.2400016784668,216.3000030517578,151,18.389999389648438,218.39999389648438,106,9.829999923706055,12.800000190734863,4,3.4600000381469727
AR,86,408,329-8115,no,yes,16,145.6999969482422,88,24.770000457763672,191,129,16.239999771118164,215.5,82,9.699999809265137,11.300000190734863,7,3.049999952316284
AK,138,415,340-3409,no,yes,37,75.80000305175781,102,12.890000343322754,173.60000610351562,147,14.760000228881836,162.60000610351562,96,7.320000171661377,8.199999809265137,13,2.2100000381469727
AK,146,415,397-5911,no,no,0,195.89999389648438,86,33.29999923706055,228.60000610351562,82,19.43000030517578,303.5,94,13.65999984741211,12.199999809265137,4,3.2899999618530273
ME,175,415,415-6127,no,no,0,132,95,22.440000534057617,231.1999969482422,74,19.649999618530273,313.3999938964844,108,14.100000381469727,8.699999809265137,10,2.3499999046325684
GA,74,510,340-8245,no,yes,31,249.39999389648438,70,42.400001525878906,209.5,59,17.809999465942383,180.60000610351562,75,8.130000114440918,9.899999618530273,2,2.6700000762939453
NV,105,415,376-4540,yes,no,0,228.39999389648438,100,38.83000183105469,145.10000610351562,108,12.329999923706055,245.3000030517578,140,11.039999961853027,7.699999809265137,7,2.0799999237060547
TN,68,415,356-1582,no,no,0,178.6999969482422,61,30.3799991607666,252.3000030517578,84,21.450000762939453,255.6999969482422,76,11.510000228881836,8.399999618530273,4,2.2699999809265137
OR,80,415,375-4900,no,no,0,113.19999694824219,86,19.239999771118164,185.5,97,15.770000457763672,237.3000030517578,145,10.680000305175781,9.5,5,2.569999933242798
MS,38,415,420-8953,no,yes,25,142.39999389648438,106,24.209999084472656,313.70001220703125,109,26.65999984741211,126.5999984741211,117,5.699999809265137,13.399999618530273,6,3.619999885559082
PA,114,415,417-4266,no,no,0,155.3000030517578,75,26.399999618530273,169.89999389648438,87,14.4399995803833,207,133,9.319999694824219,12.600000381469727,5,3.4000000953674316
MN,46,408,351-6574,no,no,0,156.39999389648438,105,26.59000015258789,185.5,98,15.770000457763672,226.6999969482422,96,10.199999809265137,11.800000190734863,3,3.190000057220459
NM,118,415,372-8925,no,yes,42,148.6999969482422,105,25.280000686645508,167.3000030517578,105,14.220000267028809,270.6000061035156,105,12.180000305175781,10.399999618530273,7,2.809999942779541
UT,37,510,340-5678,no,no,0,271.70001220703125,112,46.189998626708984,155.10000610351562,96,13.180000305175781,199.5,97,8.979999542236328,6.599999904632568,4,1.7799999713897705
NE,34,415,361-6814,no,no,0,193.6999969482422,74,32.93000030517578,126.9000015258789,84,10.789999961853027,221.1999969482422,166,9.949999809265137,8.800000190734863,4,2.380000114440918
MS,98,415,336-7155,yes,yes,23,245.5,54,41.7400016784668,292.70001220703125,83,24.8799991607666,184,90,8.279999732971191,10.800000190734863,7,2.9200000762939453
NV,113,510,342-8167,no,no,0,245.3000030517578,108,41.70000076293945,259.8999938964844,140,22.09000015258789,204.3000030517578,115,9.1899995803833,10.699999809265137,2,2.890000104904175
KY,109,415,384-6372,no,no,0,175.60000610351562,80,29.850000381469727,238,94,20.229999542236328,198.39999389648438,103,8.930000305175781,10.199999809265137,6,2.75
MO,136,415,358-1329,no,no,0,92.4000015258789,109,15.710000038146973,219,115,18.6200008392334,212.60000610351562,80,9.569999694824219,12.899999618530273,4,3.4800000190734863
MN,100,415,327-8732,no,yes,27,221.6999969482422,100,37.689998626708984,236.10000610351562,70,20.06999969482422,192.6999969482422,91,8.670000076293945,8,4,2.1600000858306885
PA,104,415,396-1800,no,no,0,144.5,107,24.56999969482422,180.5,85,15.34000015258789,226,94,10.170000076293945,17,6,4.590000152587891
WV,129,415,349-4979,no,no,0,159.10000610351562,100,27.049999237060547,202.5,90,17.209999084472656,233.10000610351562,96,10.489999771118164,11.5,6,3.109999895095825
IN,205,510,361-5864,no,no,0,49.900001525878906,123,8.479999542236328,150.6999969482422,81,12.8100004196167,188.1999969482422,67,8.470000267028809,10.100000381469727,4,2.7300000190734863
OK,93,415,418-4658,no,yes,32,116.9000015258789,120,19.8700008392334,232.39999389648438,97,19.75,127.69999694824219,112,5.75,11,9,2.9700000286102295
NE,123,415,330-6208,no,no,0,150,98,25.5,89.80000305175781,95,7.630000114440918,326,91,14.670000076293945,11.100000381469727,3,3
MI,61,415,349-5617,no,yes,33,270.70001220703125,53,46.02000045776367,200.6999969482422,116,17.059999465942383,201.6999969482422,102,9.079999923706055,10.899999618530273,3,2.940000057220459
NM,56,408,332-5964,no,no,0,146.10000610351562,57,24.84000015258789,196.1999969482422,97,16.68000030517578,310.1000061035156,110,13.949999809265137,9.199999809265137,3,2.4800000190734863
MD,160,415,348-3338,no,no,0,256,111,43.52000045776367,187.39999389648438,61,15.930000305175781,119.0999984741211,81,5.360000133514404,11.5,4,3.109999895095825
AL,106,415,349-3732,no,no,0,212.89999389648438,110,36.189998626708984,187,69,15.899999618530273,128.10000610351562,71,5.760000228881836,6.300000190734863,3,1.7000000476837158
WV,106,510,347-9738,no,no,0,194.8000030517578,133,33.119998931884766,213.39999389648438,73,18.139999389648438,190.8000030517578,92,8.59000015258789,11.5,7,3.109999895095825
MO,83,415,380-6074,no,yes,30,272.5,105,46.33000183105469,253,83,21.510000228881836,180.8000030517578,123,8.140000343322754,8.699999809265137,6,2.3499999046325684
ND,110,415,338-4307,no,no,0,135.10000610351562,109,22.969999313354492,205.1999969482422,99,17.440000534057617,166.3000030517578,119,7.480000019073486,11.699999809265137,4,3.1600000858306885
AR,153,408,339-3636,no,no,0,154.60000610351562,56,26.280000686645508,263,84,22.360000610351562,367.70001220703125,89,16.549999237060547,15.5,2,4.190000057220459
GA,109,510,328-9315,no,yes,35,230.5,116,39.189998626708984,265.79998779296875,130,22.59000015258789,269.70001220703125,69,12.140000343322754,10.600000381469727,6,2.859999895095825
LA,124,510,348-4316,no,no,0,143.3000030517578,120,24.360000610351562,230.6999969482422,111,19.610000610351562,214.3000030517578,91,9.640000343322754,7.800000190734863,2,2.109999895095825
AZ,124,415,360-1406,no,no,0,253.5,104,43.099998474121094,117.9000015258789,123,10.020000457763672,248.5,104,11.180000305175781,14,2,3.7799999713897705
NY,82,415,356-5475,no,no,0,167.10000610351562,77,28.40999984741211,131.8000030517578,79,11.199999809265137,187.39999389648438,98,8.430000305175781,9.399999618530273,1,2.5399999618530273
KY,122,415,363-9969,no,no,0,168.3000030517578,96,28.610000610351562,87.5999984741211,91,7.449999809265137,247.1999969482422,87,11.119999885559082,8.399999618530273,6,2.2699999809265137
AL,137,415,350-4367,no,no,0,104.69999694824219,115,17.799999237060547,249.8000030517578,144,21.229999542236328,192.3000030517578,99,8.649999618530273,8.899999618530273,2,2.4000000953674316
AL,119,415,404-8765,no,no,0,98.80000305175781,97,16.799999237060547,146.89999389648438,68,12.489999771118164,190.6999969482422,105,8.579999923706055,10,4,2.700000047683716
MD,139,415,335-3133,no,no,0,181.60000610351562,119,30.8700008392334,335.70001220703125,118,28.530000686645508,149.8000030517578,64,6.739999771118164,8.300000190734863,6,2.240000009536743
WV,84,408,354-4752,no,no,0,86,83,14.619999885559082,260.70001220703125,86,22.15999984741211,98.5999984741211,109,4.440000057220459,8.899999618530273,4,2.4000000953674316
ID,101,510,406-4768,no,yes,17,193.89999389648438,71,32.959999084472656,189.8000030517578,81,16.1299991607666,196.3000030517578,97,8.829999923706055,12.600000381469727,7,3.4000000953674316
TN,120,408,410-7611,yes,no,0,179.89999389648438,72,30.579999923706055,170,98,14.449999809265137,190.60000610351562,89,8.579999923706055,13.800000190734863,2,3.7300000190734863
FL,98,408,416-7452,no,no,0,288.1000061035156,101,48.97999954223633,137.89999389648438,93,11.720000267028809,206.5,88,9.289999961853027,0,0,0
IL,68,415,340-6908,yes,yes,29,195.5,113,33.2400016784668,171.60000610351562,96,14.59000015258789,204,85,9.180000305175781,13.5,9,3.6500000953674316
AL,149,415,348-6659,no,yes,20,264.3999938964844,102,44.95000076293945,219.60000610351562,123,18.670000076293945,200.39999389648438,89,9.020000457763672,11.300000190734863,3,3.049999952316284
CT,22,408,345-2401,no,no,0,207.6999969482422,116,35.310001373291016,210.60000610351562,99,17.899999618530273,238.1999969482422,88,10.720000267028809,9.600000381469727,5,2.5899999141693115
PA,176,415,422-5264,no,no,0,169.5,151,28.81999969482422,112.9000015258789,84,9.600000381469727,56.599998474121094,99,2.549999952316284,8.699999809265137,4,2.3499999046325684
TX,152,415,422-1799,no,no,0,141.5,102,24.059999465942383,263,94,22.360000610351562,207.10000610351562,113,9.319999694824219,3.4000000953674316,4,0.9200000166893005
MO,101,415,417-7913,yes,no,0,133.5,51,22.700000762939453,219.60000610351562,96,18.670000076293945,210,74,9.449999809265137,11.699999809265137,4,3.1600000858306885
MT,102,408,399-2457,no,no,0,273.20001220703125,85,46.439998626708984,211.10000610351562,82,17.940000534057617,203.6999969482422,129,9.170000076293945,13.100000381469727,7,3.5399999618530273
ND,118,408,419-3427,no,no,0,224.60000610351562,94,38.18000030517578,225.89999389648438,120,19.200000762939453,269,105,12.109999656677246,12.5,8,3.380000114440918
FL,105,415,358-2490,no,no,0,273.79998779296875,97,46.54999923706055,289.70001220703125,106,24.6200008392334,269.1000061035156,126,12.109999656677246,5.800000190734863,3,1.5700000524520874
WI,153,510,349-3112,no,no,0,159.5,103,27.1200008392334,275.5,90,23.420000076293945,176.6999969482422,126,7.949999809265137,10.100000381469727,2,2.7300000190734863
KY,71,415,414-5422,no,no,0,104,92,17.68000030517578,197,125,16.75,110.0999984741211,123,4.949999809265137,14.600000381469727,8,3.940000057220459
ND,101,415,395-1380,no,no,0,217.6999969482422,118,37.0099983215332,231.6999969482422,128,19.690000534057617,185.3000030517578,128,8.34000015258789,0,0,0
VT,116,415,408-4911,no,no,0,129.39999389648438,84,22,157.3000030517578,89,13.369999885559082,215.5,77,9.699999809265137,13.300000190734863,3,3.5899999141693115
VA,112,408,380-5667,no,yes,29,198.8000030517578,122,33.79999923706055,238.60000610351562,114,20.280000686645508,289.5,69,13.029999732971191,11.5,5,3.109999895095825
MS,122,408,402-8930,no,yes,45,147.8000030517578,85,25.1299991607666,147.39999389648438,93,12.529999732971191,203.5,110,9.15999984741211,14,5,3.7799999713897705
AK,74,415,336-6533,no,no,0,262.29998779296875,114,44.59000015258789,198.89999389648438,96,16.90999984741211,165.89999389648438,90,7.46999979019165,6.599999904632568,5,1.7799999713897705
IL,100,415,420-6121,no,no,0,191.89999389648438,95,32.619998931884766,200.89999389648438,101,17.079999923706055,271.8999938964844,74,12.239999771118164,18.200000762939453,3,4.909999847412109
NV,42,415,352-5466,no,no,0,303.8999938964844,106,51.65999984741211,232.1999969482422,54,19.739999771118164,147.10000610351562,76,6.619999885559082,5.800000190734863,3,1.5700000524520874
OR,112,510,396-6462,no,no,0,206.1999969482422,122,35.04999923706055,164.5,94,13.979999542236328,140.3000030517578,101,6.309999942779541,12.600000381469727,7,3.4000000953674316
ND,56,510,384-5335,no,no,0,164.3000030517578,92,27.93000030517578,233.6999969482422,107,19.860000610351562,187.3000030517578,104,8.430000305175781,11.800000190734863,1,3.190000057220459
NJ,53,408,416-6886,no,no,0,228.60000610351562,117,38.86000061035156,132.8000030517578,123,11.289999961853027,227.1999969482422,124,10.220000267028809,10.100000381469727,2,2.7300000190734863
ID,68,510,403-9199,no,yes,30,122.9000015258789,93,20.889999389648438,233.5,91,19.850000381469727,199.5,144,8.979999542236328,9.600000381469727,2,2.5899999141693115
CT,120,408,344-1136,yes,no,0,202,123,34.34000015258789,184.3000030517578,78,15.670000076293945,176,89,7.920000076293945,7.400000095367432,2,2
MI,108,408,378-6276,no,yes,32,209.5,108,35.619998931884766,109.5999984741211,64,9.319999694824219,189.6999969482422,145,8.539999961853027,9.100000381469727,6,2.4600000381469727
SC,161,510,343-2592,no,no,0,297.8999938964844,141,50.63999938964844,238.10000610351562,107,20.239999771118164,240.5,93,10.819999694824219,8.899999618530273,5,2.4000000953674316
MT,130,408,347-3821,no,yes,19,152.89999389648438,87,25.989999771118164,213.1999969482422,99,18.1200008392334,205.3000030517578,114,9.239999771118164,10.800000190734863,6,2.9200000762939453
WY,90,510,400-8069,no,no,0,125.4000015258789,158,21.31999969482422,269.1000061035156,83,22.8700008392334,238.60000610351562,103,10.739999771118164,11,7,2.9700000286102295
OK,177,408,333-9133,no,no,0,175.39999389648438,99,29.81999969482422,155.3000030517578,83,13.199999809265137,179.39999389648438,86,8.069999694824219,11.5,3,3.109999895095825
SD,121,415,392-2459,no,no,0,179.39999389648438,70,30.5,143,93,12.15999984741211,116.30000305175781,113,5.230000019073486,11.199999809265137,5,3.0199999809265137
SC,99,510,401-3685,yes,yes,39,126.80000305175781,94,21.559999465942383,293.6000061035156,115,24.959999084472656,174.10000610351562,91,7.829999923706055,8.399999618530273,4,2.2699999809265137
NY,126,415,352-7752,yes,no,0,239.6999969482422,87,40.75,281.70001220703125,92,23.940000534057617,183.5,113,8.260000228881836,11.399999618530273,1,3.0799999237060547
NY,77,415,388-9285,no,yes,33,143,101,24.309999465942383,212.1999969482422,102,18.040000915527344,104.9000015258789,120,4.71999979019165,15.300000190734863,4,4.130000114440918
WV,21,415,332-5582,no,no,0,91.9000015258789,109,15.619999885559082,198.39999389648438,111,16.860000610351562,171.6999969482422,125,7.730000019073486,13,7,3.509999990463257
MN,81,510,375-2522,no,no,0,145.60000610351562,59,24.75,287.8999938964844,131,24.469999313354492,181.6999969482422,121,8.180000305175781,9.199999809265137,4,2.4800000190734863
TX,139,510,388-2240,yes,yes,31,203.5,82,34.599998474121094,200.3000030517578,72,17.030000686645508,214,112,9.630000114440918,13.399999618530273,6,3.619999885559082
DE,183,415,384-8890,no,yes,8,86.5,119,14.710000038146973,285.20001220703125,97,24.239999771118164,180.39999389648438,133,8.119999885559082,8.699999809265137,2,2.3499999046325684
CO,90,408,371-4788,no,no,0,109.9000015258789,102,18.68000030517578,220.8000030517578,114,18.770000457763672,104,133,4.679999828338623,10.899999618530273,6,2.940000057220459
WI,165,408,360-5636,no,no,0,156,88,26.520000457763672,276.1000061035156,81,23.469999313354492,175.89999389648438,94,7.920000076293945,9.300000190734863,5,2.509999990463257
WI,89,415,373-4264,no,no,0,326.29998779296875,112,55.470001220703125,165.10000610351562,110,14.029999732971191,162.89999389648438,97,7.329999923706055,7.5,1,2.0299999713897705
NJ,59,510,352-9836,no,no,0,195,58,33.150001525878906,198.5,88,16.8700008392334,304.29998779296875,110,13.6899995803833,14.800000190734863,9,4
IL,16,415,342-2013,yes,no,0,110,91,18.700000762939453,147.3000030517578,75,12.520000457763672,190.5,73,8.569999694824219,6.400000095367432,7,1.7300000190734863
DC,114,415,354-5689,no,no,0,147.10000610351562,119,25.010000228881836,161,111,13.6899995803833,275.8999938964844,106,12.420000076293945,9,3,2.430000066757202
GA,120,408,409-6753,no,no,0,98.19999694824219,99,16.690000534057617,186.6999969482422,85,15.869999885559082,146.6999969482422,96,6.599999904632568,9.300000190734863,4,2.509999990463257
AK,115,415,349-1756,no,no,0,210.60000610351562,120,35.79999923706055,153.10000610351562,84,13.010000228881836,262.20001220703125,79,11.800000190734863,11,5,2.9700000286102295
MN,100,415,399-2151,yes,no,0,159.89999389648438,94,27.18000030517578,179.89999389648438,95,15.289999961853027,154.39999389648438,102,6.949999809265137,11.600000381469727,2,3.130000114440918
CO,132,415,379-9524,no,no,0,197.8000030517578,66,33.630001068115234,133.89999389648438,119,11.380000114440918,177.3000030517578,94,7.980000019073486,10.899999618530273,3,2.940000057220459
KY,38,408,352-9947,no,yes,36,115.4000015258789,98,19.6200008392334,166.1999969482422,83,14.130000114440918,184.6999969482422,79,8.3100004196167,15.199999809265137,6,4.099999904632568
SC,1,408,336-1043,no,no,0,123.80000305175781,113,21.049999237060547,236.1999969482422,77,20.079999923706055,73.19999694824219,81,3.2899999618530273,3.700000047683716,2,1
KY,55,415,345-4551,no,yes,28,105.30000305175781,82,17.899999618530273,197.39999389648438,109,16.780000686645508,187.5,91,8.4399995803833,8.600000381469727,6,2.319999933242798
WV,75,415,405-9864,no,no,0,111.69999694824219,121,18.989999771118164,237.3000030517578,119,20.170000076293945,253.5,110,11.40999984741211,13.100000381469727,6,3.5399999618530273
MN,40,510,350-7114,no,no,0,81.69999694824219,123,13.890000343322754,210.1999969482422,108,17.8700008392334,212,64,9.539999961853027,11.300000190734863,3,3.049999952316284
MD,120,415,417-2608,no,yes,40,128.10000610351562,99,21.780000686645508,247.6999969482422,78,21.049999237060547,199.6999969482422,121,8.989999771118164,15.600000381469727,3,4.210000038146973
SD,183,415,372-2990,no,yes,31,171.1999969482422,104,29.100000381469727,193.60000610351562,74,16.459999084472656,196.5,85,8.84000015258789,10.199999809265137,4,2.75
KY,80,415,330-3008,no,no,0,220,114,37.400001525878906,207.6999969482422,76,17.649999618530273,168.39999389648438,137,7.579999923706055,12.100000381469727,3,3.2699999809265137
ID,88,415,384-8629,no,no,0,55.599998474121094,65,9.449999809265137,242.6999969482422,121,20.6299991607666,176.3000030517578,134,7.929999828338623,11.300000190734863,4,3.049999952316284
NY,112,415,404-9504,no,yes,23,286.6000061035156,79,48.720001220703125,315.29998779296875,102,26.799999237060547,193.89999389648438,101,8.729999542236328,10.300000190734863,6,2.7799999713897705
CA,105,415,409-9911,no,yes,31,109.5999984741211,108,18.6299991607666,249.3000030517578,119,21.190000534057617,321.20001220703125,101,14.449999809265137,8.300000190734863,4,2.240000009536743
WY,177,415,380-9063,no,no,0,175.6999969482422,120,29.8700008392334,168.60000610351562,90,14.329999923706055,198.89999389648438,110,8.949999809265137,14.600000381469727,4,3.940000057220459
HI,111,408,401-6671,no,yes,13,193.10000610351562,104,32.83000183105469,111.5999984741211,98,9.489999771118164,227.39999389648438,94,10.229999542236328,12.100000381469727,4,3.2699999809265137
NC,74,415,329-5377,no,no,0,102.69999694824219,89,17.459999084472656,149.3000030517578,100,12.6899995803833,188.10000610351562,114,8.460000038146973,11,5,2.9700000286102295
TX,121,415,408-9572,no,yes,31,263.1000061035156,70,44.72999954223633,279.29998779296875,118,23.739999771118164,127.0999984741211,143,5.71999979019165,9.699999809265137,4,2.619999885559082
GA,131,408,380-9879,no,no,0,197,79,33.4900016784668,201,114,17.09000015258789,151.1999969482422,111,6.800000190734863,11.600000381469727,5,3.130000114440918
ME,19,415,404-5597,no,no,0,201.5,123,34.2599983215332,129.1999969482422,110,10.979999542236328,220.60000610351562,98,9.930000305175781,12.899999618530273,4,3.4800000190734863
VA,138,415,359-7521,no,no,0,251,119,42.66999816894531,91.19999694824219,96,7.75,142.1999969482422,87,6.400000095367432,13.800000190734863,3,3.7300000190734863
ID,119,415,327-4795,no,no,0,230.39999389648438,117,39.16999816894531,225,101,19.1299991607666,198.5,111,8.930000305175781,7.599999904632568,6,2.049999952316284
NC,182,415,379-6970,no,no,0,279.5,118,47.52000045776367,203.1999969482422,113,17.270000457763672,174.1999969482422,101,7.840000152587891,10.699999809265137,4,2.890000104904175
OH,135,415,351-7807,no,no,0,173.39999389648438,107,29.479999542236328,222,84,18.8700008392334,64.19999694824219,94,2.890000104904175,13.699999809265137,6,3.700000047683716
DC,45,415,384-6264,no,no,0,96.0999984741211,103,16.34000015258789,246.8000030517578,134,20.979999542236328,229.6999969482422,92,10.34000015258789,9.699999809265137,4,2.619999885559082
TN,129,408,352-4534,no,no,0,101.4000015258789,145,17.239999771118164,249.10000610351562,116,21.170000076293945,157.60000610351562,107,7.090000152587891,7.099999904632568,6,1.9199999570846558
MD,130,415,364-9567,no,yes,45,174.5,120,29.670000076293945,217.5,95,18.489999771118164,220.3000030517578,67,9.90999984741211,12.199999809265137,2,3.2899999618530273
LA,163,408,371-5875,no,yes,23,224,126,38.08000183105469,233.5,89,19.850000381469727,293.8999938964844,104,13.229999542236328,8.800000190734863,4,2.380000114440918
HI,105,415,383-6489,no,no,0,211.10000610351562,99,35.88999938964844,176.6999969482422,66,15.020000457763672,221.5,96,9.970000267028809,14.699999809265137,7,3.9700000286102295
WY,78,408,384-3902,no,no,0,220,95,37.400001525878906,179.89999389648438,121,15.289999961853027,188.1999969482422,109,8.470000267028809,11.5,5,3.109999895095825
WA,48,510,328-1373,no,no,0,149.1999969482422,146,25.360000610351562,161.89999389648438,109,13.760000228881836,197.89999389648438,109,8.90999984741211,8.300000190734863,2,2.240000009536743
MS,189,415,411-6501,no,no,0,227.8000030517578,124,38.72999954223633,169.5,112,14.40999984741211,201.10000610351562,91,9.050000190734863,5.599999904632568,4,1.5099999904632568
OH,95,415,329-8056,no,yes,23,160.3000030517578,87,27.25,202.39999389648438,101,17.200000762939453,191.10000610351562,122,8.600000381469727,7.400000095367432,3,2
IN,129,415,415-4564,no,no,0,137.8000030517578,120,23.43000030517578,225.8000030517578,110,19.190000534057617,145.1999969482422,95,6.53000020980835,10.199999809265137,6,2.75
CO,66,408,329-6192,no,yes,40,141.6999969482422,87,24.09000015258789,268.29998779296875,89,22.809999465942383,241.3000030517578,68,10.859999656677246,8.5,7,2.299999952316284
AK,1,408,373-1028,no,no,0,175.1999969482422,74,29.780000686645508,151.6999969482422,79,12.890000343322754,230.5,109,10.369999885559082,5.300000190734863,3,1.4299999475479126
WV,84,408,369-1220,no,no,0,146.8000030517578,133,24.959999084472656,171.6999969482422,73,14.59000015258789,234.5,69,10.550000190734863,9.899999618530273,3,2.6700000762939453
MA,96,415,359-9369,no,no,0,173.89999389648438,111,29.559999465942383,287.3999938964844,105,24.43000030517578,204.8000030517578,91,9.220000267028809,9.100000381469727,7,2.4600000381469727
TN,123,415,415-3016,no,yes,34,305.20001220703125,80,51.880001068115234,156.5,109,13.300000190734863,280,81,12.600000381469727,13.199999809265137,7,3.559999942779541
ID,116,510,414-7090,yes,yes,29,162.3000030517578,91,27.59000015258789,279.29998779296875,79,23.739999771118164,192.6999969482422,131,8.670000076293945,11.699999809265137,2,3.1600000858306885
DE,105,415,350-2250,yes,no,0,150,106,25.5,293.79998779296875,123,24.969999313354492,250.6999969482422,65,11.279999732971191,10.300000190734863,7,2.7799999713897705
VA,80,415,383-9355,no,no,0,197.5,114,33.58000183105469,206.89999389648438,119,17.59000015258789,163.60000610351562,109,7.360000133514404,11.300000190734863,4,3.049999952316284
IN,141,415,354-7718,no,yes,39,116.9000015258789,127,19.8700008392334,276.5,88,23.5,289.8999938964844,125,13.050000190734863,12.300000190734863,2,3.319999933242798
MD,79,415,358-4412,no,yes,17,236.6999969482422,95,40.2400016784668,263.5,56,22.399999618530273,259.6000061035156,107,11.680000305175781,12,4,3.240000009536743
MS,76,408,368-8972,no,no,0,173.1999969482422,93,29.440000534057617,131.1999969482422,80,11.149999618530273,170.89999389648438,104,7.690000057220459,5.400000095367432,3,1.4600000381469727
RI,143,408,332-2889,no,no,0,167.8000030517578,72,28.530000686645508,211,99,17.940000534057617,153.5,109,6.909999847412109,10.5,6,2.8399999141693115
SC,73,415,344-9347,no,no,0,203.3000030517578,45,34.560001373291016,141.89999389648438,87,12.0600004196167,200.6999969482422,71,9.029999732971191,8.5,6,2.299999952316284
AL,148,415,393-4528,no,yes,21,262.8999938964844,135,44.689998626708984,149.5,96,12.710000038146973,140.5,109,6.320000171661377,8.100000381469727,4,2.190000057220459
NE,103,408,347-2378,no,no,0,160.8000030517578,91,27.34000015258789,155.8000030517578,82,13.239999771118164,254.3000030517578,103,11.4399995803833,8.5,3,2.299999952316284
MT,143,408,385-2699,no,yes,22,141.8000030517578,116,24.110000610351562,167.3000030517578,99,14.220000267028809,178.10000610351562,130,8.010000228881836,7.800000190734863,3,2.109999895095825
MN,79,408,383-4319,no,yes,32,50.599998474121094,62,8.600000381469727,201.39999389648438,87,17.1200008392334,146.8000030517578,121,6.610000133514404,4.199999809265137,4,1.1299999952316284
NV,89,415,352-7915,no,no,0,134.89999389648438,59,22.93000030517578,156,152,13.260000228881836,197.5,112,8.890000343322754,10.199999809265137,5,2.75
CA,120,415,375-5547,no,no,0,252.10000610351562,110,42.86000061035156,226.10000610351562,103,19.219999313354492,155.60000610351562,83,7,13.800000190734863,3,3.7300000190734863
UT,121,415,337-2348,no,yes,41,215.5,95,36.63999938964844,241.8000030517578,92,20.549999237060547,147,108,6.610000133514404,9.600000381469727,3,2.5899999141693115
IL,101,415,342-8702,no,no,0,124.80000305175781,66,21.219999313354492,257.20001220703125,85,21.860000610351562,193.1999969482422,115,8.6899995803833,13.399999618530273,4,3.619999885559082
NM,90,415,347-6164,no,no,0,167.5,96,28.479999542236328,139.10000610351562,104,11.819999694824219,138.39999389648438,87,6.230000019073486,13,1,3.509999990463257
VT,138,415,354-4352,no,no,0,230.10000610351562,107,39.119998931884766,212,120,18.020000457763672,174.89999389648438,119,7.869999885559082,13.199999809265137,4,3.559999942779541
VT,43,408,331-8713,no,no,0,135.8000030517578,125,23.09000015258789,163.1999969482422,88,13.869999885559082,229.8000030517578,106,10.34000015258789,12.600000381469727,3,3.4000000953674316
UT,117,510,341-3663,no,yes,20,205.6999969482422,98,34.970001220703125,136.10000610351562,107,11.569999694824219,159.39999389648438,147,7.170000076293945,8.699999809265137,3,2.3499999046325684
VA,118,408,421-9034,no,no,0,189.3000030517578,119,32.18000030517578,233.5,112,19.850000381469727,270.8999938964844,104,12.1899995803833,10,1,2.700000047683716
OH,169,408,401-5169,no,no,0,147.1999969482422,115,25.020000457763672,161.89999389648438,123,13.760000228881836,142.10000610351562,103,6.389999866485596,7.199999809265137,6,1.940000057220459
AZ,62,408,370-8262,no,yes,42,137.3000030517578,95,23.34000015258789,184.1999969482422,94,15.65999984741211,231.39999389648438,70,10.40999984741211,10.199999809265137,3,2.75
NY,86,510,387-2041,no,no,0,70.69999694824219,125,12.020000457763672,211,113,17.940000534057617,174.60000610351562,107,7.860000133514404,0,0,0
VA,44,408,356-4146,no,no,0,204.60000610351562,117,34.779998779296875,205.1999969482422,94,17.440000534057617,164.60000610351562,84,7.409999847412109,10.699999809265137,5,2.890000104904175
LA,53,415,370-8023,no,no,0,145.10000610351562,116,24.670000076293945,233.6999969482422,82,19.860000610351562,208.6999969482422,95,9.390000343322754,7.900000095367432,5,2.130000114440918
PA,137,415,365-1664,no,no,0,215.89999389648438,76,36.70000076293945,145.39999389648438,118,12.359999656677246,186.89999389648438,129,8.40999984741211,12.100000381469727,4,3.2699999809265137
TN,106,415,367-2436,no,no,0,119.19999694824219,142,20.260000228881836,228.39999389648438,139,19.40999984741211,197.89999389648438,61,8.90999984741211,8.399999618530273,9,2.2699999809265137
TN,95,510,365-7784,no,no,0,174,57,29.579999923706055,281.1000061035156,118,23.889999389648438,197.1999969482422,94,8.869999885559082,9.699999809265137,2,2.619999885559082
WA,184,408,344-3131,no,no,0,151.6999969482422,93,25.790000915527344,178.5,77,15.170000076293945,229.10000610351562,111,10.3100004196167,13.100000381469727,8,3.5399999618530273
